sentence,product,part,class,processed_text_sentiment,processed_text_ner,ner_labels
I can't believe how quickly the Google Pixel 6's fingerprint sensor fails. It's frustratingly slow and often doesn't work at all.,Google Pixel 6,fingerprint sensor,negative,cant believe quickly google pixel fingerprint sensor fails frustratingly slow often doesnt work,I cant believe quickly Google Pixel 6 fingerprint sensor fails . It frustratingly slow often doesnt work .,O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O O
The Xiaomi Mi 11's speakers are a huge disappointment. They sound tinny and lack any real bass.,Xiaomi Mi 11,speakers,negative,xiaomi mi speaker huge disappointment sound tinny lack real bass,The Xiaomi Mi 11 speaker huge disappointment . They sound tinny lack real bass .,O B-PRODUCT I-PRODUCT I-PRODUCT B-PART O O O O O O O O O O
Sony Xperia 1 III's camera shutter button is too small and feels flimsy. It's hard to press accurately.,Sony Xperia 1 III,camera button,negative,sony xperia iii camera shutter button small feel flimsy hard press accurately,Sony Xperia 1 III camera shutter button small feel flimsy . It hard press accurately .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O
The Oppo Find X3 Pro's screen curved edges cause accidental touches all the time. It's driving me crazy!,Oppo Find X3 Pro,screen edges,negative,oppo find x pro screen curved edge cause accidental touch time driving crazy !,The Oppo Find X3 Pro screen curved edge cause accidental touch time . It driving crazy,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O
LG Velvet's vibration motor is weak and feels cheap. Haptic feedback is barely noticeable.,LG Velvet,vibration motor,negative,lg velvet vibration motor weak feel cheap haptic feedback barely noticeable,LG Velvet vibration motor weak feel cheap . Haptic feedback barely noticeable .,B-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O O
Motorola Edge+'s earpiece is too quiet. I can barely hear calls in slightly noisy environments.,Motorola Edge+,earpiece,negative,motorola edge earpiece quiet barely hear call slightly noisy environment,Motorola Edge earpiece quiet . I barely hear call slightly noisy environment .,B-PRODUCT I-PRODUCT B-PART O O O O O O O O O O
The Realme GT's in-display fingerprint scanner is inconsistent and often fails to recognize my finger.,Realme GT,fingerprint scanner,negative,realme gts indisplay fingerprint scanner inconsistent often fails recognize finger,The Realme GT in-display fingerprint scanner inconsistent often fails recognize finger .,O B-PRODUCT I-PRODUCT O B-PART I-PART O O O O O O
Asus ROG Phone 5's air triggers are gimmicky and not very responsive. They're more frustrating than helpful.,Asus ROG Phone 5,air triggers,negative,asus rog phone air trigger gimmicky not responsive theyre frustrating helpful,Asus ROG Phone 5 air trigger gimmicky responsive . Theyre frustrating helpful .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O
Nokia 8.3 5G's camera module protrudes too much. It's always the first thing to hit when I put the phone down.,Nokia 8.3 5G,camera module,negative,nokia g camera module protrudes much always first thing hit put phone,Nokia 8.3 5G camera module protrudes much . It always first thing hit I put phone .,B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O O O O O
Vivo X60 Pro's power button is placed awkwardly. It's hard to reach and I keep pressing it accidentally.,Vivo X60 Pro,power button,negative,vivo x pro power button placed awkwardly hard reach keep pressing accidentally,Vivo X60 Pro power button placed awkwardly . It hard reach I keep pressing accidentally .,B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O O O O
The Huawei Mate 40 Pro's volume rocker is too high up on the side. It's a stretch to adjust the volume one-handed.,Huawei Mate 40 Pro,volume rocker,negative,huawei mate pro volume rocker high side stretch adjust volume onehanded,The Huawei Mate 40 Pro volume rocker high side . It stretch adjust volume one-handed .,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O O
ZTE Axon 30 Ultra's under-display selfie camera produces grainy and unclear photos. It's a step backward in quality.,ZTE Axon 30 Ultra,selfie camera,negative,zte axon ultras underdisplay selfie camera produce grainy unclear photo step backward quality,ZTE Axon 30 Ultra under-display selfie camera produce grainy unclear photo . It step backward quality .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PART I-PART O O O O O O O O O O
Lenovo Legion Phone Duel 2's pop-up camera feels fragile. I'm worried it'll break with regular use.,Lenovo Legion Phone Duel 2,pop-up camera,negative,lenovo legion phone duel popup camera feel fragile im worried itll break regular use,Lenovo Legion Phone Duel 2 pop-up camera feel fragile . Im worried itll break regular use .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O O O
The BlackBerry Key2's physical keyboard takes up too much space. The screen feels cramped as a result.,BlackBerry Key2,physical keyboard,negative,blackberry key physical keyboard take much space screen feel cramped result,The BlackBerry Key2 physical keyboard take much space . The screen feel cramped result .,O B-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O O O
TCL 20 Pro 5G's glossy back is a fingerprint magnet. It looks messy after just a few minutes of use.,TCL 20 Pro 5G,back panel,negative,tcl pro g glossy back fingerprint magnet look messy minute use,TCL 20 Pro 5G glossy back fingerprint magnet . It look messy minute use .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O
Honor 50 Pro's charging port feels loose. The cable doesn't stay in place securely.,Honor 50 Pro,charging port,negative,honor pro charging port feel loose cable doesnt stay place securely,Honor 50 Pro charging port feel loose . The cable doesnt stay place securely .,B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O O O
The Poco F3's camera bump is so large that the phone rocks back and forth when on a flat surface.,Poco F3,camera bump,negative,poco f camera bump large phone rock back forth flat surface,The Poco F3 camera bump large phone rock back forth flat surface .,O B-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O
Microsoft Surface Duo's hinge is too stiff. It's difficult to open and close the device smoothly.,Microsoft Surface Duo,hinge,negative,microsoft surface duo hinge stiff difficult open close device smoothly,Microsoft Surface Duo hinge stiff . It difficult open close device smoothly .,B-PRODUCT I-PRODUCT I-PRODUCT B-PART O O O O O O O O O
Google Pixel 5a 5G's plastic frame feels cheap and prone to scratches. It's disappointing for the price.,Google Pixel 5a 5G,frame,negative,google pixel g plastic frame feel cheap prone scratch disappointing price,Google Pixel 5a 5G plastic frame feel cheap prone scratch . It disappointing price .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PART O O O O O O O O O
OnePlus Nord 2's alert slider is too stiff. It's hard to switch between modes quickly.,OnePlus Nord 2,alert slider,negative,oneplus nord alert slider stiff hard switch mode quickly,OnePlus Nord 2 alert slider stiff . It hard switch mode quickly .,B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O
The iPhone SE (2nd gen)'s screen is too small. It's difficult to type accurately on the cramped keyboard.,iPhone SE (2nd gen),screen,negative,iphone se nd gen screen small difficult type accurately cramped keyboard,The iPhone SE 2nd gen screen small . It difficult type accurately cramped keyboard .,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART O O O O O O O O O
Samsung Galaxy A52's in-box charger is painfully slow. It takes forever to charge the phone.,Samsung Galaxy A52,charger,negative,samsung galaxy inbox charger painfully slow take forever charge phone,Samsung Galaxy A52 in-box charger painfully slow . It take forever charge phone .,B-PRODUCT I-PRODUCT I-PRODUCT O B-PART O O O O O O O O O
Motorola Moto G Power's macro camera is useless. The quality is so poor that I never use it.,Motorola Moto G Power,macro camera,negative,motorola moto g power macro camera useless quality poor never use,Motorola Moto G Power macro camera useless . The quality poor I never use .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O O
The Xiaomi Redmi Note 10 Pro's proximity sensor is unreliable. The screen often stays on during calls.,Xiaomi Redmi Note 10 Pro,proximity sensor,negative,xiaomi redmi note pro proximity sensor unreliable screen often stay call,The Xiaomi Redmi Note 10 Pro proximity sensor unreliable . The screen often stay call .,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O
Sony Xperia 5 III's tall aspect ratio makes it awkward to use one-handed. It's constantly at risk of dropping.,Sony Xperia 5 III,form factor,negative,sony xperia iii tall aspect ratio make awkward use onehanded constantly risk dropping,Sony Xperia 5 III tall aspect ratio make awkward use one-handed . It constantly risk dropping .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O
Oppo Reno6 Pro's under-display fingerprint sensor is slow and often fails to recognize my finger.,Oppo Reno6 Pro,fingerprint sensor,negative,oppo reno pro underdisplay fingerprint sensor slow often fails recognize finger,Oppo Reno6 Pro under-display fingerprint sensor slow often fails recognize finger .,B-PRODUCT I-PRODUCT I-PRODUCT O B-PART I-PART O O O O O O
The Google Pixel 4a's plastic back feels cheap and is prone to scratches. It looks worn out after just a few weeks.,Google Pixel 4a,back panel,negative,google pixel plastic back feel cheap prone scratch look worn week,The Google Pixel 4a plastic back feel cheap prone scratch . It look worn week .,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O
LG Wing's swivel screen mechanism feels fragile. I'm always worried it'll break with regular use.,LG Wing,swivel mechanism,negative,lg wing swivel screen mechanism feel fragile im always worried itll break regular use,LG Wing swivel screen mechanism feel fragile . Im always worried itll break regular use .,B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O
OnePlus 8T's camera bump is huge and makes the phone wobble on flat surfaces. It's really annoying.,OnePlus 8T,camera bump,negative,oneplus t camera bump huge make phone wobble flat surface really annoying,OnePlus 8T camera bump huge make phone wobble flat surface . It really annoying .,B-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O O O O
The Huawei P40 Pro's lack of Google services makes many of its hardware features feel useless.,Huawei P40 Pro,hardware compatibility,negative,huawei p pro lack google service make many hardware feature feel useless,The Huawei P40 Pro lack Google service make many hardware feature feel useless .,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O
iPhone 13 Pro Max's notch is still too big. It takes up valuable screen space unnecessarily.,iPhone 13 Pro Max,notch,negative,iphone pro max notch still big take valuable screen space unnecessarily,iPhone 13 Pro Max notch still big . It take valuable screen space unnecessarily .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART O O O O O O O O O O
Samsung Galaxy Z Fold3's inner screen protector feels cheap and is prone to bubbling. It's frustrating for such an expensive device.,Samsung Galaxy Z Fold3,screen protector,negative,samsung galaxy z fold inner screen protector feel cheap prone bubbling frustrating expensive device,Samsung Galaxy Z Fold3 inner screen protector feel cheap prone bubbling . It frustrating expensive device .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PART I-PART O O O O O O O O O O
The Google Pixel 6 Pro's curved screen causes accidental touches constantly. It's more annoying than premium.,Google Pixel 6 Pro,curved screen,negative,google pixel pro curved screen cause accidental touch constantly annoying premium,The Google Pixel 6 Pro curved screen cause accidental touch constantly . It annoying premium .,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O O
OnePlus 10 Pro's camera color science is off. Photos often have an unnatural oversaturated look.,OnePlus 10 Pro,camera sensor,negative,oneplus pro camera color science photo often unnatural oversaturated look,OnePlus 10 Pro camera color science . Photos often unnatural oversaturated look .,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O
Xiaomi 12 Pro's in-display fingerprint sensor is inconsistent and often fails to recognize my finger.,Xiaomi 12 Pro,fingerprint sensor,negative,xiaomi pro indisplay fingerprint sensor inconsistent often fails recognize finger,Xiaomi 12 Pro in-display fingerprint sensor inconsistent often fails recognize finger .,B-PRODUCT I-PRODUCT I-PRODUCT O B-PART I-PART O O O O O O
The Sony Xperia Pro-I's dedicated camera button is too small and doesn't provide enough tactile feedback.,Sony Xperia Pro-I,camera button,negative,sony xperia prois dedicated camera button small doesnt provide enough tactile feedback,The Sony Xperia Pro-I dedicated camera button small doesnt provide enough tactile feedback .,O B-PRODUCT I-PRODUCT I-PRODUCT O B-PART I-PART O O O O O O O
Asus Zenfone 8's compact size makes the battery life suffer. It barely lasts through a day of moderate use.,Asus Zenfone 8,battery,negative,asus zenfone compact size make battery life suffer barely last day moderate use,Asus Zenfone 8 compact size make battery life suffer . It barely last day moderate use .,B-PRODUCT I-PRODUCT I-PRODUCT O O O B-PART O O O O O O O O O O
Vivo V23 Pro's color-changing back is more of a gimmick than a useful feature. It doesn't work well in real life.,Vivo V23 Pro,back panel,negative,vivo v pro colorchanging back gimmick useful feature doesnt work well real life,Vivo V23 Pro color-changing back gimmick useful feature . It doesnt work well real life .,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O
The Nokia X20's screen brightness is inadequate for outdoor use. It's barely visible in sunlight.,Nokia X20,display,negative,nokia x screen brightness inadequate outdoor use barely visible sunlight,The Nokia X20 screen brightness inadequate outdoor use . It barely visible sunlight .,O B-PRODUCT I-PRODUCT O O O O O O O O O O O
Realme GT 2 Pro's under-display fingerprint sensor is slow and often misses. It's frustrating to use.,Realme GT 2 Pro,fingerprint sensor,negative,realme gt pro underdisplay fingerprint sensor slow often miss frustrating use,Realme GT 2 Pro under-display fingerprint sensor slow often miss . It frustrating use .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PART I-PART O O O O O O O O
